Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Deamidation (NQ) site IDs	Oxidation (M) site IDs	Deamidation (NQ) site positions	Oxidation (M) site positions
sp|Q15573|TAF1A_HUMAN	sp|Q15573|TAF1A_HUMAN	1	1	1	sp|Q15573|TAF1A_HUMAN TATA box-binding protein-associated factor RNA polymerase I subunit A OS=Homo sapiens OX=9606 GN=TAF1A PE=1 SV=1	1	1	1	1	2.4	2.4	2.4	52.675	450	450	0.45704	0.24072	3831.6	3915.8	0	310.79	0	0	0	0	0	0	0	3831.6	3915.8	0	310.79	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2546600	1				2539	2547	True	2587	6560	6597	6597				
sp|Q15628|TRADD_HUMAN	sp|Q15628|TRADD_HUMAN	1	1	1	sp|Q15628|TRADD_HUMAN Tumor necrosis factor receptor type 1-associated DEATH domain protein OS=Homo sapiens OX=9606 GN=TRADD PE=1 SV=2	1	1	1	1	2.2	2.2	2.2	34.247	312	312	0.29251	0.64638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				2540	6077	True	6163	14840	14915	14915				
sp|Q15631|TSN_HUMAN	sp|Q15631|TSN_HUMAN	1	1	1	sp|Q15631|TSN_HUMAN Translin OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1	1	1	1	1	6.6	6.6	6.6	26.183	228	228	0	6.9644	48093	55769	3963.2	4747.4	1768.4	1809.4	0	1308.8	958.27	1564.6	0	48093	55769	3963.2	4747.4	1768.4	1809.4	0	1308.8	958.27	1564.6	0	3	3	3	3	3	3	0	2	2	3	0	8530000	3				2541	1444	True	1460	3775;3776;3777	3791;3792;3793	3793				
sp|Q15651|HMGN3_HUMAN	sp|Q15651|HMGN3_HUMAN	2	1	1	sp|Q15651|HMGN3_HUMAN High mobility group nucleosome-binding domain-containing protein 3 OS=Homo sapiens OX=9606 GN=HMGN3 PE=1 SV=2	1	2	1	1	18.2	9.1	9.1	10.666	99	99	0.0016892	2.5764	125220	13055	9944.5	672.84	2026.3	0	3017.7	0	2528.8	240.9	0	125220	13055	9944.5	672.84	2026.3	0	3017.7	0	2528.8	240.9	0	4	4	4	2	3	0	4	0	3	1	0	6694900	4				2542	3495;4543	True;False	3548;4620	8872;8873;8874;8875;11410;11411;11412;11413	8918;8919;8920;8921;11468;11469;11470;11471	8921;11470				
sp|Q15653|IKBB_HUMAN	sp|Q15653|IKBB_HUMAN	1	1	1	sp|Q15653|IKBB_HUMAN NF-kappa-B inhibitor beta OS=Homo sapiens OX=9606 GN=NFKBIB PE=1 SV=2	1	1	1	1	2	2	2	37.771	356	356	0.39168	0.40024	134190	190750	11272	14006	2838.7	4829.4	3381.2	4673.6	2509.7	4378.6	0	134190	190750	11272	14006	2838.7	4829.4	3381.2	4673.6	2509.7	4378.6	0	4	4	4	4	3	4	3	4	3	4	0	7946100	4				2543	4559	True	4636	11435;11436;11437;11438	11493;11494;11495;11496	11493				
sp|Q15691|MARE1_HUMAN	sp|Q15691|MARE1_HUMAN	1	1	1	sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3	1	1	1	1	3	3	3	29.999	268	268	0.020134	1.3531	50434	46838	4865.6	3778.1	899.91	1496.2	1177.9	1783.6	1326.7	1409	0	50434	46838	4865.6	3778.1	899.91	1496.2	1177.9	1783.6	1326.7	1409	0	3	3	3	3	2	3	3	3	2	2	0	7761100	3				2544	1331	True	1344	3465;3466;3467	3479;3480;3481	3480				
sp|Q15696|U2AFM_HUMAN	sp|Q15696|U2AFM_HUMAN	1	1	1	sp|Q15696|U2AFM_HUMAN U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 OS=Homo sapiens OX=9606 GN=ZRSR2 PE=1 SV=2	1	1	1	1	1.5	1.5	1.5	58.044	482	482	0.35764	0.52418	21493	18868	1319.5	1020.6	318.17	0	0	712.38	753.56	231.04	0	21493	18868	1319.5	1020.6	318.17	0	0	712.38	753.56	231.04	0	1	1	1	1	1	0	0	1	1	1	0	11049000	1				2545	5672	True	5755	13813	13883	13883				
sp|Q15697|ZN174_HUMAN	sp|Q15697|ZN174_HUMAN	1	1	1	sp|Q15697|ZN174_HUMAN Zinc finger protein 174 OS=Homo sapiens OX=9606 GN=ZNF174 PE=1 SV=1	1	1	1	1	2.7	2.7	2.7	46.454	407	407	0.021164	1.3046	133260	185920	6554.9	9885.9	0	0	0	358.49	387.55	0	0	133260	185920	6554.9	9885.9	0	0	0	358.49	387.55	0	0	4	4	4	4	0	0	0	1	1	0	0	50579000	4				2546	4934	True	5010	12172;12173;12174;12175	12230;12231;12232;12233	12231				
sp|Q15717|ELAV1_HUMAN	sp|Q15717|ELAV1_HUMAN	5	5	5	sp|Q15717|ELAV1_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2	1	5	5	5	15.3	15.3	15.3	36.091	326	326	0	12.553	334280	229200	24777	15135	7067.5	8713.7	5283	7715.7	9064.8	7017.2	0	334280	229200	24777	15135	7067.5	8713.7	5283	7715.7	9064.8	7017.2	0	14	14	14	14	9	12	7	12	12	11	0	43240000	14				2547	964;1290;3159;5294;6199	True;True;True;True;True	968;1302;3207;5377;6288	2469;2470;2471;3355;3356;3357;8059;8060;8061;12950;12951;12952;15165;15166	2480;2481;2482;3369;3370;3371;8102;8103;8104;13012;13013;13014;15241;15242	2481;3371;8104;13014;15241				
sp|Q15751|HERC1_HUMAN	sp|Q15751|HERC1_HUMAN	1	1	1	sp|Q15751|HERC1_HUMAN Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens OX=9606 GN=HERC1 PE=1 SV=2	1	1	1	1	0.1	0.1	0.1	532.22	4861	4861	0.54614	0.16664	15352	32119	1224.7	2007	461.52	0	0	0	0	200.84	0	15352	32119	1224.7	2007	461.52	0	0	0	0	200.84	0	1	1	1	1	1	0	0	0	0	1	0	3123200	1				2548	4413	True	4485	11104	11162	11162				
sp|Q15758|AAAT_HUMAN	sp|Q15758|AAAT_HUMAN	1	1	1	sp|Q15758|AAAT_HUMAN Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2	1	1	1	1	2.2	2.2	2.2	56.598	541	541	0.0017575	2.915	30214	69675	1404	4116.5	0	843.14	808.88	1345.2	0	551.29	0	30214	69675	1404	4116.5	0	843.14	808.88	1345.2	0	551.29	0	3	3	2	3	0	2	2	2	0	1	0	6756700	3				2549	2604	True	2644	6699;6700;6701	6736;6737;6738	6738				
sp|Q15772|SPEG_HUMAN	sp|Q15772|SPEG_HUMAN	1	1	1	sp|Q15772|SPEG_HUMAN Striated muscle preferentially expressed protein kinase OS=Homo sapiens OX=9606 GN=SPEG PE=1 SV=4	1	1	1	1	0.2	0.2	0.2	354.28	3267	3267	0.54654	0.16664	155410	13339	9612.6	830.81	4368.6	349.09	3213.3	363.15	4500.2	737.66	0	155410	13339	9612.6	830.81	4368.6	349.09	3213.3	363.15	4500.2	737.66	0	1	1	1	1	1	1	1	1	1	1	0	5589700	1				2550	2418	True	2458	6244	6281	6281				
sp|Q15835|GRK1_HUMAN	sp|Q15835|GRK1_HUMAN	1	1	1	sp|Q15835|GRK1_HUMAN Rhodopsin kinase GRK1 OS=Homo sapiens OX=9606 GN=GRK1 PE=1 SV=1	1	1	1	1	2.1	2.1	2.1	63.525	563	563	0.31926	0.61582	58369	36246	6172.7	3109	1858.3	990.19	1213.2	1191.9	1343.1	1129.3	0	58369	36246	6172.7	3109	1858.3	990.19	1213.2	1191.9	1343.1	1129.3	0	1	1	1	1	1	1	1	1	1	1	0	2387700	1				2551	6601	True	6693	16092	16170	16170				
sp|Q15849|UT2_HUMAN	sp|Q15849|UT2_HUMAN	1	1	1	sp|Q15849|UT2_HUMAN Urea transporter 2 OS=Homo sapiens OX=9606 GN=SLC14A2 PE=1 SV=3	1	1	1	1	0.9	0.9	0.9	101.21	920	920	0.47476	0.21951	18471	12654	1224.9	640.92	517.86	285.16	524.39	651.78	547.88	358.59	0	18471	12654	1224.9	640.92	517.86	285.16	524.39	651.78	547.88	358.59	0	1	1	1	1	1	1	1	1	1	1	0	1551100	1				2552	5449	True	5533	13294	13364	13364				
sp|Q15884|F1892_HUMAN	sp|Q15884|F1892_HUMAN	1	1	1	sp|Q15884|F1892_HUMAN Protein FAM189A2 OS=Homo sapiens OX=9606 GN=FAM189A2 PE=1 SV=3	1	1	1	1	1.6	1.6	1.6	49.703	450	450	0.53601	0.16923	167780	272090	11132	20315	3934.1	9530.8	3712.6	10353	4748.4	10095	0	167780	272090	11132	20315	3934.1	9530.8	3712.6	10353	4748.4	10095	0	3	3	3	3	3	3	3	3	3	3	0	21667000	3				2553	4949	True	5025	12200;12201;12202	12260;12261;12262	12260				
sp|Q86UP3|ZFHX4_HUMAN;sp|Q15911|ZFHX3_HUMAN	sp|Q86UP3|ZFHX4_HUMAN;sp|Q15911|ZFHX3_HUMAN	1;1	1;1	1;1	sp|Q86UP3|ZFHX4_HUMAN Zinc finger homeobox protein 4 OS=Homo sapiens OX=9606 GN=ZFHX4 PE=1 SV=1;sp|Q15911|ZFHX3_HUMAN Zinc finger homeobox protein 3 OS=Homo sapiens OX=9606 GN=ZFHX3 PE=1 SV=2	2	1	1	1	0.3	0.3	0.3	393.73	3567	3567;3703	0.44329	0.27498	806.88	32796	0	1340.5	0	321.72	0	624.2	0	884.87	0	806.88	32796	0	1340.5	0	321.72	0	624.2	0	884.87	0	1	1	0	1	0	1	0	1	0	1	0	3133000	1				2554	2323	True	2358	5995	6030	6030				
sp|Q16222|UAP1_HUMAN	sp|Q16222|UAP1_HUMAN	1	1	1	sp|Q16222|UAP1_HUMAN UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens OX=9606 GN=UAP1 PE=1 SV=3	1	1	1	1	1.3	1.3	1.3	58.768	522	522	0.56682	0.16664	116730	427840	7796	29433	0	845.34	759.53	640.25	1416	618.48	0	116730	427840	7796	29433	0	845.34	759.53	640.25	1416	618.48	0	1	1	1	1	0	1	1	1	1	1	0	20130000	1				2555	2166	True	2200	5608	5642	5642				
sp|Q16254|E2F4_HUMAN	sp|Q16254|E2F4_HUMAN	1	1	1	sp|Q16254|E2F4_HUMAN Transcription factor E2F4 OS=Homo sapiens OX=9606 GN=E2F4 PE=1 SV=2	1	1	1	1	1.9	1.9	1.9	43.96	413	413	0.27363	0.66435	38560	27081	4831.4	2536.3	2041.5	1362.3	1381.8	1000.4	1558.4	1096	0	38560	27081	4831.4	2536.3	2041.5	1362.3	1381.8	1000.4	1558.4	1096	0	1	1	1	1	1	1	1	1	1	1	0	2620700	1				2556	1816	True	1843	4731	4760	4760				
sp|Q16531|DDB1_HUMAN	sp|Q16531|DDB1_HUMAN	2	2	2	sp|Q16531|DDB1_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1	1	2	2	2	1.7	1.7	1.7	126.97	1140	1140	0	3.8894	36573	24680	1945.2	1462.4	714.52	486.74	869.29	650.15	868.25	482.85	0	36573	24680	1945.2	1462.4	714.52	486.74	869.29	650.15	868.25	482.85	0	2	2	2	2	2	1	2	2	2	1	0	4689400	2				2557	1433;3653	True;True	1449;3709	3747;9261	3762;9307	3762;9307				
sp|Q16543|CDC37_HUMAN	sp|Q16543|CDC37_HUMAN	5	5	5	sp|Q16543|CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1	1	5	5	5	11.4	11.4	11.4	44.468	378	378	0	11.044	266440	212710	18827	11555	8232.6	6051.9	5267.2	7024.2	5607.5	6656	0	266440	212710	18827	11555	8232.6	6051.9	5267.2	7024.2	5607.5	6656	0	15	15	14	12	12	10	9	9	9	10	0	42883000	15				2558	1310;1981;3996;4223;5618	True;True;True;True;True	1322;2012;4056;4287;5701	3410;3411;3412;5150;5151;5152;5153;10060;10061;10062;10628;10629;13694;13695;13696	3424;3425;3426;5180;5181;5182;5183;10114;10115;10116;10684;10685;13764;13765;13766	3426;5182;10116;10684;13766				
sp|Q16549|PCSK7_HUMAN	sp|Q16549|PCSK7_HUMAN	1	1	1	sp|Q16549|PCSK7_HUMAN Proprotein convertase subtilisin/kexin type 7 OS=Homo sapiens OX=9606 GN=PCSK7 PE=1 SV=2	1	1	1	1	1.1	1.1	1.1	86.246	785	785	0.47508	0.21942	6570.4	6148.9	422.61	611.74	0	0	0	0	0	0	0	6570.4	6148.9	422.61	611.74	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1904100	1				2559	5046	True	5124	12378	12438	12438				
sp|Q16560|U1SBP_HUMAN	sp|Q16560|U1SBP_HUMAN	1	1	1	sp|Q16560|U1SBP_HUMAN U11/U12 small nuclear ribonucleoprotein 35 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP35 PE=1 SV=1	1	1	1	1	5.7	5.7	5.7	29.45	246	246	0.39645	0.38264	35157	3088.3	2270.7	0	1085.5	0	1036.7	0	505.97	0	0	35157	3088.3	2270.7	0	1085.5	0	1036.7	0	505.97	0	0	1	1	1	0	1	0	1	0	1	0	0	4153500	1				2560	2797	True	2838	7177	7214	7214				
sp|Q16576|RBBP7_HUMAN	sp|Q16576|RBBP7_HUMAN	6	2	2	sp|Q16576|RBBP7_HUMAN Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1	1	6	2	2	12.2	5.2	5.2	47.82	425	425	0	5.1737	213180	186840	13444	13074	4013.8	3759.7	4567.5	4224	4655.9	2738	0	213180	186840	13444	13074	4013.8	3759.7	4567.5	4224	4655.9	2738	0	7	7	7	7	4	3	3	6	4	3	0	26750000	7				2561	1775;2298;3931;3967;5852;6111	True;True;False;False;False;False	1801;2333;3991;4027;5935;6199	4642;4643;4644;4645;5932;5933;5934;9920;9921;9922;9923;9992;9993;9994;9995;14245;14246;14247;14248;14938;14939;14940;14941	4671;4672;4673;4674;5967;5968;5969;9973;9974;9975;9976;10045;10046;10047;10048;14315;14316;14317;14318;15013;15014;15015;15016	4674;5967;9975;10048;14318;15015				
sp|Q16584|M3K11_HUMAN	sp|Q16584|M3K11_HUMAN	1	1	1	sp|Q16584|M3K11_HUMAN Mitogen-activated protein kinase kinase kinase 11 OS=Homo sapiens OX=9606 GN=MAP3K11 PE=1 SV=1	1	1	1	1	0.8	0.8	0.8	92.687	847	847	0.60607	-0.11442	101000	282760	7914	20487	3464.1	13963	3151.4	14274	3178.6	13921	0	101000	282760	7914	20487	3464.1	13963	3151.4	14274	3178.6	13921	0	2	2	2	2	2	2	2	2	2	2	0	12264000	2				2562	4658	True	4735	11611;11612	11669;11670	11669				
sp|Q16629|SRSF7_HUMAN	sp|Q16629|SRSF7_HUMAN	5	4	4	sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1	1	5	4	4	21.4	15.5	15.5	27.366	238	238	0	13.305	609340	450170	39428	25061	12418	14877	12185	15569	15622	14678	0	609340	450170	39428	25061	12418	14877	12185	15569	15622	14678	0	14	14	14	14	11	14	13	13	13	14	0	68180000	14				2563	270;941;4471;6001;6470	True;True;False;True;True	271;945;4545;6086;6563	711;712;713;2389;2390;2391;2392;11250;11251;11252;11253;14644;14645;14646;15815;15816;15817;15818	711;712;713;2400;2401;2402;2403;11308;11309;11310;11311;14719;14720;14721;15893;15894;15895;15896	713;2403;11311;14720;15894				
sp|Q16630|CPSF6_HUMAN	sp|Q16630|CPSF6_HUMAN	1	1	1	sp|Q16630|CPSF6_HUMAN Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=2	1	1	1	1	1.6	1.6	1.6	59.209	551	551	0.36764	0.45754	10798	8554.4	785.13	1220.1	0	335.57	211.12	303.06	0	0	0	10798	8554.4	785.13	1220.1	0	335.57	211.12	303.06	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1736500	1				2564	339	True	341	867	872	872				
sp|Q16633|OBF1_HUMAN	sp|Q16633|OBF1_HUMAN	1	1	1	sp|Q16633|OBF1_HUMAN POU domain class 2-associating factor 1 OS=Homo sapiens OX=9606 GN=POU2AF1 PE=1 SV=1	1	1	1	1	3.1	3.1	3.1	27.436	256	256	0.31525	0.61722	35573	18641	3104	1666.4	1717.8	1156	1361.5	1183.9	2073.9	1878.1	0	35573	18641	3104	1666.4	1717.8	1156	1361.5	1183.9	2073.9	1878.1	0	1	1	1	1	1	1	1	1	1	1	0	2221200	1				2565	4706	True	4782	11700	11758	11758				
sp|Q16665|HIF1A_HUMAN	sp|Q16665|HIF1A_HUMAN	1	1	1	sp|Q16665|HIF1A_HUMAN Hypoxia-inducible factor 1-alpha OS=Homo sapiens OX=9606 GN=HIF1A PE=1 SV=1	1	1	1	1	1.3	1.3	1.3	92.669	826	826	0.4127	0.33695	2175.6	2640.1	0	0	0	0	0	0	0	0	0	2175.6	2640.1	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	7467100	3				2566	1927	True	1955	4986;4987;4988	5016;5017;5018	5016				
sp|Q16698|DECR_HUMAN	sp|Q16698|DECR_HUMAN	1	1	1	sp|Q16698|DECR_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1	1	1	1	1	2.1	2.1	2.1	36.067	335	335	0.55864	0.16664	2721.5	3079.9	320.63	388.83	0	0	0	0	0	382.44	0	2721.5	3079.9	320.63	388.83	0	0	0	0	0	382.44	0	1	1	1	1	0	0	0	0	0	1	0	1363900	1				2567	2041	True	2074	5301	5331	5331				
sp|Q16787|LAMA3_HUMAN	sp|Q16787|LAMA3_HUMAN	1	1	1	sp|Q16787|LAMA3_HUMAN Laminin subunit alpha-3 OS=Homo sapiens OX=9606 GN=LAMA3 PE=1 SV=2	1	1	1	1	0.3	0.3	0.3	366.65	3333	3333	0.24907	0.68022	9583.6	7752.6	602.39	757.39	0	0	231.99	0	261.2	334.1	0	9583.6	7752.6	602.39	757.39	0	0	231.99	0	261.2	334.1	0	1	1	1	1	0	0	1	0	1	1	0	1652800	1				2568	4612	True	4689	11521	11579	11579				
sp|Q16891|MIC60_HUMAN	sp|Q16891|MIC60_HUMAN	5	5	5	sp|Q16891|MIC60_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1	1	5	5	5	5.5	5.5	5.5	83.677	758	758	0	9.2868	153150	141290	13635	12869	3368.4	4462.4	4108.3	3742.9	3379.8	3411.3	0	153150	141290	13635	12869	3368.4	4462.4	4108.3	3742.9	3379.8	3411.3	0	10	10	10	10	6	7	9	5	5	7	0	21615000	11				2569	785;1853;5287;5695;6282	True;True;True;True;True	787;1880;5369;5778;6372	2017;2018;2019;4819;4820;4821;4822;12934;13865;15382;15383	2028;2029;2030;4848;4849;4850;4851;12996;13935;15459;15460	2029;4849;12996;13935;15460				
sp|Q17RQ9|NKPD1_HUMAN	sp|Q17RQ9|NKPD1_HUMAN	1	1	1	sp|Q17RQ9|NKPD1_HUMAN NTPase KAP family P-loop domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NKPD1 PE=2 SV=1	1	1	1	1	1.1	1.1	1.1	67.779	610	610	0.57467	0.0075547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				2570	2993	True	3038	7638	7677	7677				
sp|Q1KMD3|HNRL2_HUMAN	sp|Q1KMD3|HNRL2_HUMAN	1	1	1	sp|Q1KMD3|HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1	1	1	1	1	1.3	1.3	1.3	85.104	747	747	0.2004	0.72562	6370.1	6501.6	514.81	674.22	0	305.78	280.46	222.99	216.01	0	0	6370.1	6501.6	514.81	674.22	0	305.78	280.46	222.99	216.01	0	0	1	1	1	1	0	1	1	1	1	0	0	1607600	1				2571	5273	True	5355	12906	12968	12968				
sp|Q1RMZ1|SAMTR_HUMAN	sp|Q1RMZ1|SAMTR_HUMAN	1	1	1	sp|Q1RMZ1|SAMTR_HUMAN S-adenosylmethionine sensor upstream of mTORC1 OS=Homo sapiens OX=9606 GN=BMT2 PE=1 SV=1	1	1	1	1	2	2	2	46.323	405	405	0.45386	0.25497	20793	36615	1110.8	2242.2	0	1122.8	324.33	500.97	394.35	561.39	0	20793	36615	1110.8	2242.2	0	1122.8	324.33	500.97	394.35	561.39	0	1	1	1	1	0	1	1	1	1	1	0	2800600	1				2572	1983	True	2014	5157	5187	5187				
sp|Q27J81|INF2_HUMAN	sp|Q27J81|INF2_HUMAN	1	1	1	sp|Q27J81|INF2_HUMAN Inverted formin-2 OS=Homo sapiens OX=9606 GN=INF2 PE=1 SV=2	1	1	1	1	1.4	1.4	1.4	135.62	1249	1249	0.42402	0.31025	36253	30326	3682.4	3027.8	1063	1124.5	1111.7	913.15	796.71	643.25	0	36253	30326	3682.4	3027.8	1063	1124.5	1111.7	913.15	796.71	643.25	0	1	1	1	1	1	1	1	1	1	1	0	6169600	1				2573	1127	True	1133	2909	2921	2921				
sp|Q29983|MICA_HUMAN	sp|Q29983|MICA_HUMAN	1	1	1	sp|Q29983|MICA_HUMAN MHC class I polypeptide-related sequence A OS=Homo sapiens OX=9606 GN=MICA PE=1 SV=1	1	1	1	1	1.8	1.8	1.8	42.915	383	383	0.52421	0.18002	139420	59511	11471	6427.3	2679.8	1994.9	2689.4	1836.6	3221.3	2093.3	0	139420	59511	11471	6427.3	2679.8	1994.9	2689.4	1836.6	3221.3	2093.3	0	2	2	2	2	2	2	2	2	2	2	0	7533100	2				2574	5225	True	5306	12794;12795	12856;12857	12857				
sp|Q2KHT3|CL16A_HUMAN	sp|Q2KHT3|CL16A_HUMAN	1	1	1	sp|Q2KHT3|CL16A_HUMAN Protein CLEC16A OS=Homo sapiens OX=9606 GN=CLEC16A PE=1 SV=2	1	1	1	1	0.8	0.8	0.8	117.71	1053	1053	0.30617	0.62569	70375	47269	4678.9	2389.4	1940.8	3212	2487.2	3364.8	3112.3	1951.7	0	70375	47269	4678.9	2389.4	1940.8	3212	2487.2	3364.8	3112.3	1951.7	0	4	4	4	4	4	4	4	4	4	3	0	8089000	4				2575	5699	True	5782	13878;13879;13880;13881	13948;13949;13950;13951	13950				
sp|Q2KJY2|KI26B_HUMAN	sp|Q2KJY2|KI26B_HUMAN	2	2	2	sp|Q2KJY2|KI26B_HUMAN Kinesin-like protein KIF26B OS=Homo sapiens OX=9606 GN=KIF26B PE=1 SV=1	1	2	2	2	0.8	0.8	0.8	223.88	2108	2108	0.021192	1.3091	256750	184120	25869	14398	7566.7	6421.7	6024.5	6196.1	6601.7	6681.1	0	256750	184120	25869	14398	7566.7	6421.7	6024.5	6196.1	6601.7	6681.1	0	4	4	4	4	4	4	4	4	4	4	0	15547000	4				2576	1410;4985	True;True	1426;5062	3690;12270;12271;12272	3705;12330;12331;12332	3705;12330				
sp|Q2NL67|PARP6_HUMAN	sp|Q2NL67|PARP6_HUMAN	1	1	1	sp|Q2NL67|PARP6_HUMAN Protein mono-ADP-ribosyltransferase PARP6 OS=Homo sapiens OX=9606 GN=PARP6 PE=1 SV=1	1	1	1	1	1.1	1.1	1.1	71.114	630	630	0.54323	0.16693	9435.8	80259	0	3840.7	0	0	0	0	0	0	0	9435.8	80259	0	3840.7	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	6960600	2				2577	5261	True	5343	12878;12879	12940;12941	12940				
sp|Q2TAA8|TXIP1_HUMAN	sp|Q2TAA8|TXIP1_HUMAN	2	2	2	sp|Q2TAA8|TXIP1_HUMAN Translin-associated factor X-interacting protein 1 OS=Homo sapiens OX=9606 GN=TSNAXIP1 PE=1 SV=1	1	2	2	2	2.1	2.1	2.1	76.772	658	658	0.097561	0.82392	79061	34378	4989	3473	1985.4	1564.8	1743.7	1310.1	1475.6	1444.5	0	79061	34378	4989	3473	1985.4	1564.8	1743.7	1310.1	1475.6	1444.5	0	3	3	3	2	3	2	3	2	2	2	0	5446900	3				2578	1318;6544	True;True	1330;6636	3425;15960;15961	3439;16038;16039	3439;16039				
sp|Q2TAC6|KIF19_HUMAN	sp|Q2TAC6|KIF19_HUMAN	1	1	1	sp|Q2TAC6|KIF19_HUMAN Kinesin-like protein KIF19 OS=Homo sapiens OX=9606 GN=KIF19 PE=2 SV=2	1	1	1	1	0.8	0.8	0.8	111.33	998	998	0.32736	0.59136	2570.4	2262.7	269.56	0	0	0	0	0	0	0	0	2570.4	2262.7	269.56	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1342200	1				2579	6585	True	6677	16042	16120	16120				
sp|Q2TAZ0|ATG2A_HUMAN	sp|Q2TAZ0|ATG2A_HUMAN	1	1	1	sp|Q2TAZ0|ATG2A_HUMAN Autophagy-related protein 2 homolog A OS=Homo sapiens OX=9606 GN=ATG2A PE=1 SV=3	1	1	1	1	0.4	0.4	0.4	212.86	1938	1938	0.45839	0.24029	38579	43141	4102.2	4488.2	536.16	1096	734.63	990.95	1516.5	1181.9	0	38579	43141	4102.2	4488.2	536.16	1096	734.63	990.95	1516.5	1181.9	0	2	2	2	2	1	2	2	2	2	2	0	3824800	2				2580	5671	True	5754	13811;13812	13881;13882	13881				
sp|Q2VIR3|IF2GL_HUMAN	sp|Q2VIR3|IF2GL_HUMAN	5	1	1	sp|Q2VIR3|IF2GL_HUMAN Eukaryotic translation initiation factor 2 subunit 3B OS=Homo sapiens OX=9606 GN=EIF2S3B PE=2 SV=2	1	5	1	1	10.2	1.7	1.7	51.228	472	472	0.61677	-0.28061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2581	2439;2817;3801;4106;6073	False;False;False;False;True	2479;2859;3859;4168;6159	6289;6290;6291;7228;7229;9588;9589;9590;10338;14833	6326;6327;6328;7265;7266;9636;9637;9638;10392;14908	6327;7266;9638;10392;14908				
